Animal,Peso,Sexo,Idade,Raça,FC,FR,PAS,T°C,Oximetria,Hematócrito,Arquivo
Bidu,"11,000",Macho,"13 anos, 7 meses, 25 dias
Pelagem",SEM RAÇA DEFINIDA,134 ,36 ,140 ,,,,____ Evolução Clínica do Paciente ____ - Bidu - Glaucia-1.pdf
Bidu,"11,000",Macho,"13 anos, 7 meses, 25 dias
Pelagem",SEM RAÇA DEFINIDA,128-128  ,28-24 ,160-150  ,,,39,____ Evolução Clínica do Paciente ____ - Bidu - Glaucia-2.pdf
Bidu,"11,000",Macho,"13 anos, 7 meses, 26 dias
Pelagem",SEM RAÇA DEFINIDA,136  ,28 ,150 - 140  ,,,,____ Evolução Clínica do Paciente ____ - Bidu - Glaucia-3.pdf
Bidu,"11,000",Macho,"13 anos, 7 meses, 25 dias
Pelagem",SEM RAÇA DEFINIDA,128 - 132 ,24 - 28 ,160 - 150 ,,,,____ Evolução Clínica do Paciente ____ - Bidu - Glaucia.pdf
BLUE,"5,400",Macho,"10 anos, 1 mês, 18 dias
Pelagem",Spitz Alemão(Lulu da pomerania),172 - 164 ,,150 - 150,36.5 - 37.0,,,____ Evolução Clínica do Paciente ____ - BLUE - Andre (1)-1.pdf
BLUE,"5,400",Macho,"10 anos, 1 mês, 19 dias
Pelagem",Spitz Alemão(Lulu da pomerania),168 - 128 ,44 - 40 ,120 - 110 ,,,20,____ Evolução Clínica do Paciente ____ - BLUE - Andre (1)-2.pdf
BLUE,"5,400",Macho,"10 anos, 1 mês, 16 dias
Pelagem",Spitz Alemão(Lulu da pomerania),140 - 160 ,56 - 40 ,160 - 160 ,,,28,____ Evolução Clínica do Paciente ____ - BLUE - Andre (1).pdf
BLUE,"6,400",Macho,"10 anos, 1 mês, 21 dias
Pelagem",Spitz Alemão(Lulu da pomerania),100 - 116 ,,140 - 130 ,,98,32,____ Evolução Clínica do Paciente ____ - BLUE - Andre (2)-1.pdf
BLUE,"6,400",Macho,"10 anos, 1 mês, 22 dias
Pelagem",Spitz Alemão(Lulu da pomerania),124 - 128,32 - 32 ,120 - 120,,,31,____ Evolução Clínica do Paciente ____ - BLUE - Andre (2)-2.pdf
BLUE,"5,400",Macho,"10 anos, 1 mês, 14 dias
Pelagem",Spitz Alemão(Lulu da pomerania),104 - 176 ,,150 - 180 ,,,,____ Evolução Clínica do Paciente ____ - BLUE - Andre (2).pdf
BLUE,"5,400",Macho,"10 anos, 1 mês, 18 dias
Pelagem",Spitz Alemão(Lulu da pomerania),144 - 160 ,36 - 36 ,160 - 140 ,,,,____ Evolução Clínica do Paciente ____ - BLUE - Andre (3)-1.pdf
BLUE,"5,400",Macho,"10 anos, 1 mês, 17 dias
Pelagem",Spitz Alemão(Lulu da pomerania),240 - 156 ,24 - 28 ,120 - 180 ,,98,,____ Evolução Clínica do Paciente ____ - BLUE - Andre (3).pdf
BLUE,"5,400",Macho,"10 anos, 1 mês, 15 dias
Pelagem",Spitz Alemão(Lulu da pomerania),82 - 101 - 104 - 108 ,,50 - 80 - 100 - 100 - 100 - 100 - 100 - 90 - 100 ,,,,____ Evolução Clínica do Paciente ____ - BLUE - Andre-1.pdf
BLUE,"6,400",Macho,"10 anos, 1 mês, 20 dias
Pelagem",Spitz Alemão(Lulu da pomerania),128 - 132 ,,130 - 130,,,,____ Evolução Clínica do Paciente ____ - BLUE - Andre-2.pdf
BLUE,"5,400",Macho,"10 anos, 1 mês, 14 dias
Pelagem",Spitz Alemão(Lulu da pomerania),140 - 144  ,,150 - 160 - 150 ,,,40,____ Evolução Clínica do Paciente ____ - BLUE - Andre.pdf
BLUE,"18,200",Macho,"2 anos, 1 mês, 23 dias
Pelagem",Border collie,128 - 120 ,32 - 32 ,150 - 150 ,,96,23,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA (1)-1.pdf
BLUE,"20,500",Macho,"2 anos, 10 meses, 8 dias
Pelagem",Border collie,156 - 138 ,,100 - 150 ,,,29,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA (1)-2.pdf
BLUE,"20,000",Macho,"2 anos, 10 meses, 10 dias
Pelagem",Border collie,104  ,28 ,140 - 150 - 120  ,,,30,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA (1)-3.pdf
BLUE,"20,500",Macho,"2 anos, 10 meses, 6 dias
Pelagem",Border collie,100 - 116 ,36 - 32 ,120 - 120  ,,97,28,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA (1).pdf
BLUE,"20,900",Macho,"2 anos, 10 meses, 8 dias
Pelagem",Border collie,112-160-112 ,36-48-36 ,140-140-180 ,,,,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA (2)-1.pdf
BLUE,"20,000",Macho,"2 anos, 10 meses, 10 dias
Pelagem",Border collie,88 - 100 - 96 ,28 - 20 - 36  ,130 - 190 - 170 ,,,34,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA (2)-2.pdf
BLUE,"20,500",Macho,"2 anos, 10 meses, 7 dias
Pelagem",Border collie,100-140 ,32-36 ,120-140 ,,,,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA (2).pdf
BLUE,"18,200",Macho,"2 anos, 1 mês, 23 dias
Pelagem",Border collie,144 - 132 ,28 - 32 ,130 - 140 ,,96,22,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA (3).pdf
BLUE,"19,600",Macho,"2 anos, 10 meses, 10 dias
Pelagem",Border collie,100 ,24 ,160 ,,98,,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA (4)-1.pdf
BLUE,"18,200",Macho,"2 anos, 1 mês, 22 dias
Pelagem",Border collie,128,48,120,,,,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA (4).pdf
BLUE,"17,600",Macho,"2 anos, 1 mês, 26 dias
Pelagem",Border collie,132 - 128 ,,120 - 130 ,,,21,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA (5).pdf
BLUE,"18,200",Macho,"2 anos, 1 mês, 25 dias
Pelagem",Border collie,136 - 144 ,,120 - 160 ,,,23,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA (6).pdf
BLUE,"17,600",Macho,"2 anos, 1 mês, 27 dias
Pelagem",Border collie,116 - 96 ,32 - 36 ,180 - 140 - 140 ,,,27,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA (7).pdf
BLUE,"18,200",Macho,"2 anos, 1 mês, 24 dias
Pelagem",Border collie,140 - 148 ,52- 32 ,160 - 140 ,,96,25,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA-1.pdf
BLUE,"18,200",Macho,"2 anos, 1 mês, 24 dias
Pelagem",Border collie,136-124-104 ,44-36-72 ,140-140-120 ,,97,,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA-2.pdf
BLUE,"17,600",Macho,"2 anos, 1 mês, 26 dias
Pelagem",Border collie,132 - 96 ,52 - 28 ,140 - 120 ,,,21,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA-3.pdf
BLUE,"17,600",Macho,"2 anos, 1 mês, 27 dias
Pelagem",Border collie,124 - 138 ,24 - 28 ,110 - 120 ,,,20,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA-4.pdf
BLUE,"20,500",Macho,"2 anos, 10 meses, 6 dias
Pelagem",Border collie,112 -  108 - 104 ,,120 - 120 - 170 ,,96,,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA-5.pdf
BLUE,"20,900",Macho,"2 anos, 10 meses, 9 dias
Pelagem",Border collie,100 - 100 ,20 - 32 ,110  - 140 ,,,,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA-6.pdf
BLUE,"20,000",Macho,"2 anos, 10 meses, 9 dias
Pelagem",Border collie,110 - 124 - 120  ,32 - 44 - 40 ,140 - 140 - 130 ,,,,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA-7.pdf
BLUE,"18,200",Macho,"2 anos, 1 mês, 21 dias
Pelagem",Border collie,144,40,130 ,,98,31,____ Evolução Clínica do Paciente ____ - BLUE - NATALLIA.pdf
BOB,"18,450",Macho,"15 anos, 2 meses, 9 dias
Pelagem",SEM RAÇA DEFINIDA,100 - 148 - 108 ,30 - 36 - 28 ,140 - 120 - 120 ,,,,____ Evolução Clínica do Paciente ____ - BOB - FELIPE (1).pdf
BOB,"18,500",Macho,"15 anos, 2 meses, 7 dias
Pelagem",SEM RAÇA DEFINIDA,124 - 104 - 130 ,28 - 36 - 35 ,130 - 120 - 120,,97,,____ Evolução Clínica do Paciente ____ - BOB - FELIPE (2).pdf
BOB,"18,500",Macho,"15 anos, 2 meses, 5 dias
Pelagem",SEM RAÇA DEFINIDA,116 - 144 - 140 ,36 - 32 - 36 ,140 - 110 - 120 ,,97,,____ Evolução Clínica do Paciente ____ - BOB - FELIPE-1.pdf
BOB,"18,500",Macho,"15 anos, 2 meses, 6 dias
Pelagem",SEM RAÇA DEFINIDA,76 - 108 - 100 ,32 - 36 - 28 ,100 - 120 - 120 ,,92,,____ Evolução Clínica do Paciente ____ - BOB - FELIPE-2.pdf
BOB,"18,450",Macho,"15 anos, 2 meses, 9 dias
Pelagem",SEM RAÇA DEFINIDA,88 - 84 - 96 ,24 - 32 - 24,130 - 140 - 130,,,,____ Evolução Clínica do Paciente ____ - BOB - FELIPE-3.pdf
BOB,"18,250",Macho,"15 anos, 2 meses, 10 dias
Pelagem",SEM RAÇA DEFINIDA,92 - 112 - 92 ,36 - 32 - 32 ,120 - 120 - 130 ,,98,,____ Evolução Clínica do Paciente ____ - BOB - FELIPE-4.pdf
BOB,"18,500",Macho,"15 anos, 2 meses, 5 dias
Pelagem",SEM RAÇA DEFINIDA,104 - 120 - 116,32 - 44 - 36,,,97,,____ Evolução Clínica do Paciente ____ - BOB - FELIPE.pdf
BOB,"16,200",Macho,"13 anos, 9 dias
Pelagem",SEM RAÇA DEFINIDA,108 - 112 - 124 ,32 - 28 - 20  ,130 - 130 - 150  ,,,,____ Evolução Clínica do Paciente ____ - BOB - GLAUCO (2).pdf
BOB,"16,200",Macho,"13 anos, 10 dias
Pelagem",SEM RAÇA DEFINIDA,136  ,28  ,120  ,,,,____ Evolução Clínica do Paciente ____ - BOB - GLAUCO (3).pdf
BOB,"13,900",Macho,"13 anos, 9 dias
Pelagem",SEM RAÇA DEFINIDA,108 - 112 - 124 ,32 - 28 - 20  ,130 - 130 - 150  ,,,35,____ Evolução Clínica do Paciente ____ - BOB - GLAUCO.pdf
BOBBY,"18,000",Macho,"12 anos, 3 meses, 26 dias
Pelagem",Welsh corgi,84 - 104 - 144  ,,200 - 190 - 140 ,,,42,____ Evolução Clínica do Paciente ____ - BOBBY - Angela (1).pdf
BOBBY,"18,000",Macho,"12 anos, 3 meses, 27 dias
Pelagem",Welsh corgi,145-124 ,,130-140 ,,,,____ Evolução Clínica do Paciente ____ - BOBBY - Angela-1.pdf
BOBBY,"18,000",Macho,"12 anos, 3 meses, 25 dias
Pelagem",Welsh corgi,108 - 140 - 88 ,,150 - 200 - 150  ,,,,____ Evolução Clínica do Paciente ____ - BOBBY - Angela.pdf
BORIS,"9,700",Macho,"12 anos, 10 meses, 12 dias
Pelagem",Pug,106 - 120 - 140 ,36 - 38 - 36 ,130 - 120 - 140 ,,96,,____ Evolução Clínica do Paciente ____ - BORIS - CEVALLI (1).pdf
BORIS,"9,700",Macho,"12 anos, 10 meses, 11 dias
Pelagem",Pug,82 - 88,16 - 20,110 - 110,,99,35,____ Evolução Clínica do Paciente ____ - BORIS - CEVALLI-1.pdf
BORIS,"9,700",Macho,"12 anos, 10 meses, 12 dias
Pelagem",Pug,124 - 132 - 106 ,,130 - 140 - 130 ,,96,,____ Evolução Clínica do Paciente ____ - BORIS - CEVALLI-2.pdf
BORIS,"9,700",Macho,"12 anos, 10 meses, 13 dias
Pelagem",Pug,136 -128 ,32 - 36 ,140 - 130 ,,97,46,____ Evolução Clínica do Paciente ____ - BORIS - CEVALLI-3.pdf
BORIS,"9,700",Macho,"12 anos, 10 meses, 10 dias
Pelagem",Pug,116 - 112 - 86 ,40 - 32 - 28 ,130 - 110 - 130 ,,100,,____ Evolução Clínica do Paciente ____ - BORIS - CEVALLI.pdf
BUD,"18,000",Macho,"9 anos, 5 meses, 5 dias
Pelagem",Pastor de shetland,72 - 100 ,40 - 44 ,160 - 180 ,,98,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (1)-1.pdf
BUD,"18,000",Macho,"9 anos, 5 meses, 2 dias
Pelagem",Pastor de shetland,116 - 124  ,28 - 32 ,140 - 180  ,,,42,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (1).pdf
BUD,"17,450",Macho,"9 anos, 5 meses, 11 dias
Pelagem",Pastor de shetland,150-104 ,,160-140  ,,,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (10).pdf
BUD,"18,000",Macho,"9 anos, 4 meses, 30 dias
Pelagem",Pastor de shetland,,,,,98,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (2)-1.pdf
BUD,"18,000",Macho,"9 anos, 5 meses, 2 dias
Pelagem",Pastor de shetland,160 - 144 ,,160- 170 ,,,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (2)-2.pdf
BUD,"18,000",Macho,"9 anos, 5 meses, 6 dias
Pelagem",Pastor de shetland,108 - 112 ,28 - 28 ,150 - 130 ,,97,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (2)-3.pdf
BUD,"17,500",Macho,"9 anos, 5 meses, 7 dias
Pelagem",Pastor de shetland,116 - 76 - 112 ,,160 - 150 - 160 ,,98,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (2)-4.pdf
BUD,"18,000",Macho,"9 anos, 4 meses, 30 dias
Pelagem",Pastor de shetland,108 - 104 ,,180 - 190 ,,,41,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (2).pdf
BUD,"18,000",Macho,"9 anos, 5 meses
Pelagem",Pastor de shetland,,,,,98,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (3)-1.pdf
BUD,"17,150",Macho,"9 anos, 5 meses, 8 dias
Pelagem",Pastor de shetland,124 - 112,36 - 28,140 - 140,,,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (3)-2.pdf
BUD,"18,000",Macho,"9 anos, 5 meses
Pelagem",Pastor de shetland,150 ,,150 ,,99,39,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (3).pdf
BUD,"16,900",Macho,"9 anos, 5 meses, 10 dias
Pelagem",Pastor de shetland,120 - 108 ,28 - 24 ,160 - 160  ,,99,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (4)-1.pdf
BUD,"18,000",Macho,"9 anos, 5 meses, 1 dia
Pelagem",Pastor de shetland,128 ,400 ,170 ,,96,39,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (4).pdf
BUD,"18,000",Macho,"9 anos, 5 meses, 3 dias
Pelagem",Pastor de shetland,140 ,36,180 - 200  ,,,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (5).pdf
BUD,"18,000",Macho,"9 anos, 5 meses, 4 dias
Pelagem",Pastor de shetland,128-132 ,24-28 ,160-160 ,,,27,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (6).pdf
BUD,"16,900",Macho,"9 anos, 5 meses, 11 dias
Pelagem",Pastor de shetland,172 - 132,48 - 48,160- 140,,,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (7).pdf
BUD,"18,000",Macho,"9 anos, 5 meses, 4 dias
Pelagem",Pastor de shetland,128 - 116 ,48 -  32 ,150 - 170  ,,,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE (8).pdf
BUD,"18,000",Macho,"9 anos, 4 meses, 29 dias
Pelagem",Pastor de shetland,100- 104- 120  ,,140 - 150 - 140  ,,,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE-1.pdf
BUD,"18,000",Macho,"9 anos, 5 meses, 1 dia
Pelagem",Pastor de shetland,144 - 136- 144 ,36-40- 36 ,170- 180- 190 ,,,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE-2.pdf
BUD,"17,500",Macho,"9 anos, 5 meses, 7 dias
Pelagem",Pastor de shetland,100 - 108 ,48 - 40 ,140 - 140 ,,,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE-3.pdf
BUD,"16,800",Macho,"9 anos, 5 meses, 9 dias
Pelagem",Pastor de shetland,140 - 140  ,40 - 44 ,130 - 130 ,,,,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE-4.pdf
BUD,"18,000",Macho,"9 anos, 4 meses, 29 dias
Pelagem",Pastor de shetland,116 ,,150 ,,97,45,____ Evolução Clínica do Paciente ____ - BUD - FELIPPE.pdf
CACAU,"6,500",Fêmea,"8 anos, 5 meses, 16 dias
Pelagem",Dachshund pelo curto,108 - 80  ,36 - 32  ,190 - 140 - 150  ,,,70,____ Evolução Clínica do Paciente ____ - CACAU - FABIO.pdf
CARAMELO,"25,350",Macho,"9 anos, 4 meses, 18 dias
Pelagem",SEM RAÇA DEFINIDA,44 - 56 - 60 - 60 ,28 - 26 - 28 - 32 ,110 - 100 - 110 - 110 ,,,,____ Evolução Clínica do Paciente ____ - CARAMELO - DIEGO (1).pdf
CARAMELO,"25,300",Macho,"9 anos, 4 meses, 17 dias
Pelagem",SEM RAÇA DEFINIDA,,,,,98,30,____ Evolução Clínica do Paciente ____ - CARAMELO - DIEGO-1.pdf
CARAMELO,"24,500",Macho,"9 anos, 4 meses, 19 dias
Pelagem",SEM RAÇA DEFINIDA,92 - 80  ,28 - 20 ,130 - 140 ,,,,____ Evolução Clínica do Paciente ____ - CARAMELO - DIEGO-2.pdf
CARAMELO,"24,500",Macho,"9 anos, 4 meses, 19 dias
Pelagem",SEM RAÇA DEFINIDA,76 - 80 - 92  ,36 - 28 - 36  ,150 - 140 - 140  ,,,,____ Evolução Clínica do Paciente ____ - CARAMELO - DIEGO-3.pdf
CARAMELO,"25,300",Macho,"9 anos, 4 meses, 16 dias
Pelagem",SEM RAÇA DEFINIDA,80 - 92 ,28 - 24 ,120 - 120 ,37.7 - 37.3,96,,____ Evolução Clínica do Paciente ____ - CARAMELO - DIEGO.pdf
CARLOTA,"9,300",Fêmea,"2 anos, 11 meses, 6 dias
Pelagem",Scottish terrier,128 - 104 - 72  ,36 - 32 - 28 ,150 - 140 - 170 ,,,,____ Evolução Clínica do Paciente ____ - CARLOTA - JOSELMA-1.pdf
CARLOTA,"9,300",Fêmea,"2 anos, 11 meses, 6 dias
Pelagem",Scottish terrier,136 - 144- 128 ,20 - 28 - 36 ,130 - 120 - 150 ,,,55,____ Evolução Clínica do Paciente ____ - CARLOTA - JOSELMA.pdf
CARLOTA,"9,750",Fêmea,"12 anos, 21 dias
Pelagem",Lhasa apso,148-140-120 ,,120-120-160 ,,96,,____ Evolução Clínica do Paciente ____ - CARLOTA - LUCIA (1).pdf
CARLOTA,"9,750",Fêmea,"12 anos, 20 dias
Pelagem",Lhasa apso,184 - 168  ,,110 - 110 ,,99,,____ Evolução Clínica do Paciente ____ - CARLOTA - LUCIA-1.pdf
CARLOTA,"9,750",Fêmea,"12 anos, 21 dias
Pelagem",Lhasa apso,112 - 124  ,32 -32 ,120 - 130   ,37.6 - 37-9 ,95,,____ Evolução Clínica do Paciente ____ - CARLOTA - LUCIA-2.pdf
CARLOTA,"9,750",Fêmea,"12 anos, 19 dias
Pelagem",Lhasa apso,168 - 156 ,,80 - 110 ,,96,,____ Evolução Clínica do Paciente ____ - CARLOTA - LUCIA.pdf
CATARINA,"3,1",Fêmea,"2 anos, 7 meses, 5 dias
Pelagem",-,180 - 180,32 -  36,140 - 130,,,,____ Evolução Clínica do Paciente ____ - CATARINA - LETICIA (1).pdf
CATENA,"38,200",Fêmea,"8 anos, 4 meses, 29 dias
Pelagem",Golden retriever,,,,,98,,____ Evolução Clínica do Paciente ____ - CATENA - HELAINE (1).pdf
CATENA,"39,000",Fêmea,"8 anos, 4 meses, 29 dias
Pelagem",Golden retriever,112 80 - 100  ,,160 -  140 - 150 ,,,31,____ Evolução Clínica do Paciente ____ - CATENA - HELAINE.pdf
CECI,"8,000",Fêmea,"8 anos, 5 meses, 2 dias
Pelagem",Pug,120-136 ,44-52 ,140-150 ,,97,,____ Evolução Clínica do Paciente ____ - CECI - Solange (2).pdf
CECI,"8,000",Fêmea,"8 anos, 5 meses, 2 dias
Pelagem",Pug,116 - 112 - 128 ,24 - 28 - 24 ,150 - 120 - 120 ,,,45,____ Evolução Clínica do Paciente ____ - CECI - Solange.pdf
CHARLOTTE,"12,300",Fêmea,"10 anos, 3 meses, 6 dias
Pelagem",SEM RAÇA DEFINIDA,84 - 80 ,36 - 36 ,150 - 140 ,,98,40,____ Evolução Clínica do Paciente ____ - CHARLOTTE - CRISTINA (2).pdf
CHARLOTTE,"12,200",Fêmea,"10 anos, 3 meses, 7 dias
Pelagem",SEM RAÇA DEFINIDA,148 - 136  ,,140 - 140,,,,____ Evolução Clínica do Paciente ____ - CHARLOTTE - CRISTINA (4).pdf
CHARLOTTE,"12,200",Fêmea,"10 anos, 3 meses, 7 dias
Pelagem",SEM RAÇA DEFINIDA,100-96 ,40-36 ,140-160 ,,,,____ Evolução Clínica do Paciente ____ - CHARLOTTE - CRISTINA (5).pdf
CHARLOTTE,"12,300",Fêmea,"10 anos, 3 meses, 6 dias
Pelagem",SEM RAÇA DEFINIDA,120 - 160 -168  ,56 - 28 - 32   ,120 - 120 - 130 ,,,,____ Evolução Clínica do Paciente ____ - CHARLOTTE - CRISTINA.pdf
CHARLOTTE,"9,300",Fêmea,"8 anos, 1 mês, 13 dias
Pelagem",SEM RAÇA DEFINIDA,112 - 120 ,30 - 40  ,130 - 150 ,,,,____ Evolução Clínica do Paciente ____ - CHARLOTTE - Silvania-1.pdf
CHARLOTTE,"9,300",Fêmea,"8 anos, 1 mês, 13 dias
Pelagem",SEM RAÇA DEFINIDA,,,,,98,,____ Evolução Clínica do Paciente ____ - CHARLOTTE - Silvania.pdf
CHER,"6,450",Fêmea,"7 anos, 4 meses, 11 dias
Pelagem",Yorkshire terrier,104 - 96 - 88 ,64 - 48 - 32 ,120 - 120 - 110 ,,,43,____ Evolução Clínica do Paciente ____ - CHER - SONIA (1).pdf
CHER,"6,450",Fêmea,"7 anos, 4 meses, 12 dias
Pelagem",Yorkshire terrier,120 - 140 ,,120 - 120 ,,,44,____ Evolução Clínica do Paciente ____ - CHER - SONIA (2).pdf
CHER,"6,450",Fêmea,"7 anos, 4 meses, 12 dias
Pelagem",Yorkshire terrier,136 - 100 ,36 - 28 ,150 - 150 ,,100,,____ Evolução Clínica do Paciente ____ - CHER - SONIA (3).pdf
CHER,"6,450",Fêmea,"7 anos, 4 meses, 10 dias
Pelagem",Yorkshire terrier,104 ,64 ,120 ,,97,,____ Evolução Clínica do Paciente ____ - CHER - SONIA.pdf
CHIQUINHA,"9,000",Fêmea,"9 anos, 1 mês, 15 dias
Pelagem",Pug,152 - 116 ,24 - 32 ,110 -120 ,,,28,____ Evolução Clínica do Paciente ____ - CHIQUINHA - RODRIGO (1).pdf
CHIQUINHA,"9,600",Fêmea,"9 anos, 1 mês, 16 dias
Pelagem",Pug,152,32,110,,96,,____ Evolução Clínica do Paciente ____ - CHIQUINHA - RODRIGO-1.pdf
CHIQUINHA,"9,600",Fêmea,"9 anos, 1 mês, 15 dias
Pelagem",Pug,,,,,98,,____ Evolução Clínica do Paciente ____ - CHIQUINHA - RODRIGO.pdf
CHORÃO,"28,300",Macho, ,Pastor alemão,100 - 88  ,,200 - 140 ,,98,19,____ Evolução Clínica do Paciente ____ - CHORÃO - BRUNA (1).pdf
CHORÃO,"28,300",Macho, ,Pastor alemão,140 - 116 ,,120 - 130 ,,,20,____ Evolução Clínica do Paciente ____ - CHORÃO - BRUNA (2).pdf
CHORÃO,"28,300",Macho, ,Pastor alemão,120 - 108,,150 - 140 - 130 ,,,,____ Evolução Clínica do Paciente ____ - CHORÃO - BRUNA-1.pdf
CHORÃO,"28,300",Macho, ,Pastor alemão,80 - 108 - 120 ,36 - 20 - 40 ,,,,,____ Evolução Clínica do Paciente ____ - CHORÃO - BRUNA-2.pdf
CHORÃO,"28,300",Macho, ,Pastor alemão,92,,120 ,,,,____ Evolução Clínica do Paciente ____ - CHORÃO - BRUNA.pdf
CRISTAL,"3,000",Fêmea,"12 anos, 8 meses, 25 dias
Pelagem",Chihuahua,132 - 132 - 124 ,36- 28 -28 ,110 - 120 - 120 ,,,32,____ Evolução Clínica do Paciente ____ - CRISTAL - BEATRIZ (1) (1).pdf
CRISTAL,"3,000",Fêmea,"12 anos, 8 meses, 26 dias
Pelagem",Chihuahua,,,,,97,,____ Evolução Clínica do Paciente ____ - CRISTAL - BEATRIZ (2)-1.pdf
CRISTAL,"3,000",Fêmea,"12 anos, 8 meses, 25 dias
Pelagem",Chihuahua,140 - 140 ,36 - 40 ,160 - 140 ,,,,____ Evolução Clínica do Paciente ____ - CRISTAL - BEATRIZ (2).pdf
CRISTAL,"3,000",Fêmea,"12 anos, 8 meses, 25 dias
Pelagem",Chihuahua,160-160 ,60-48 ,120-120 ,,100,,____ Evolução Clínica do Paciente ____ - CRISTAL - BEATRIZ.pdf
DODÓ,"3,850",Fêmea,"5 anos, 2 meses, 20 dias
Pelagem",Spitz Alemão(Lulu da pomerania),,,,,,,____ Evolução Clínica do Paciente ____ - DODÓ - 19.06.pdf
DODÓ,"4,000",Fêmea,"5 anos, 3 meses
Pelagem",Spitz Alemão(Lulu da pomerania),116,28 ,120 ,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA (1)-1.pdf
DODÓ,"3,900",Fêmea,"6 anos, 19 dias
Pelagem",Spitz Alemão(Lulu da pomerania),184 - 152  ,,130 - 120 ,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA (1)-2.pdf
DODÓ,"3,900",Fêmea,"6 anos, 20 dias
Pelagem",Spitz Alemão(Lulu da pomerania), , , , ,90,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA (1)-3.pdf
DODÓ,"3,850",Fêmea,"5 anos, 2 meses, 20 dias
Pelagem",Spitz Alemão(Lulu da pomerania),,,,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA (1).pdf
DODÓ,"4,000",Fêmea,"5 anos, 3 meses, 1 dia
Pelagem",Spitz Alemão(Lulu da pomerania),148,28,120,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA (2)-1.pdf
DODÓ,"3,900",Fêmea,"6 anos, 14 dias
Pelagem",Spitz Alemão(Lulu da pomerania),120  ,36  ,130 ,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA (2)-2.pdf
DODÓ,"4,000",Fêmea,"5 anos, 2 meses, 30 dias
Pelagem",Spitz Alemão(Lulu da pomerania),148 ,36 ,120  ,,100,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA (2).pdf
DODÓ,"4,000",Fêmea,"5 anos, 2 meses, 30 dias
Pelagem",Spitz Alemão(Lulu da pomerania),140 ,32 ,130 ,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA (3)-1.pdf
DODÓ,"3,900",Fêmea,"6 anos, 20 dias
Pelagem",Spitz Alemão(Lulu da pomerania),104 ,36 ,110 ,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA (3)-2.pdf
DODÓ,"3,850",Fêmea,"5 anos, 2 meses, 21 dias
Pelagem",Spitz Alemão(Lulu da pomerania),124 ,,120 ,,,,____ Evolução Clínica do Paciente ____ - DODÓ - TÂNIA (3).pdf
